Type,LegacyUserID,LegacyUnitID,ResultTitle,SelfAssessmentDate,StartDate,EndDate,ExpiryDate,Where,Points,EndorsedDate,EndorsedStatus,Comments,Files
Achievements,95772,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95772,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95772,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94412,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94413,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95775,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94416,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94420,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94421,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94429,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94429,41336,Hygiene & Biosecurity Short Course,,08/04/2015,08/04/2015,08/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94429,41337,Manual Handling Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94429,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94429,41341,First Aid Qualification,,23/06/2015,23/06/2015,23/06/2020,Thai Red Cross Society,,,,,
Achievements,95787,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95787,41341,First Aid Qualification,,23/06/2015,23/06/2015,23/06/2020,The Thai Red Cross Society,,,,,
Achievements,95789,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95789,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95789,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95789,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,94432,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95790,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94434,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94434,41341,First Aid Qualification,,23/06/2015,23/06/2015,23/06/2020,The Thai Red Cross Society,,,,,
Achievements,94435,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94435,41341,First Aid Qualification,,23/06/2015,23/06/2015,23/06/2020,The Thai Red Cross Society,,,,,
Achievements,95794,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95796,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95796,41341,First Aid Qualification,,23/06/2015,23/06/2015,23/06/2020,The Thai Red Cross Society,,,,,
Achievements,94441,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94441,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94441,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94441,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94442,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94442,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94442,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94442,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94442,41341,First Aid Qualification,,02/06/2017,02/06/2017,02/06/2022,Heart Foundation,,,,,
Achievements,94443,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94443,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94443,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94443,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94443,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,04/04/2001,04/04/2001,,Suranaree University of Technology,,,,,
Achievements,94444,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94444,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94444,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94444,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94444,41341,First Aid Qualification,,07/09/2016,07/09/2016,07/08/2021,The Heart Foundation,,,,,
Achievements,94444,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,03/03/2003,03/03/2003,,Chiang Mai University,,,,,
Achievements,98897,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,98897,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98897,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98897,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94446,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94446,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94446,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94446,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94449,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94449,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94449,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94449,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94449,41341,First Aid Qualification,,02/06/2017,02/06/2017,02/06/2022,The Thai Red Cross Society,,,,,
Achievements,94451,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94451,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94451,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94451,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98903,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,98903,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98903,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98903,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94453,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94453,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94453,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94453,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94453,41341,First Aid Qualification,,07/09/2016,07/09/2016,07/09/2021,Thai Red Cross,,,,,
Achievements,94454,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94454,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94454,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94454,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94454,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,29/10/2007,29/10/2007,,Sukhothai Thammathirat Open University,,,,,
Achievements,94455,41335,Health & Safety Short Course,,24/10/2016,24/10/2016,24/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94455,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94455,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94455,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94456,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94456,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94456,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94456,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94456,41341,First Aid Qualification,,02/06/2017,02/06/2017,02/06/2022,The Heart Foundation Under Royal Patronage,,,,,
Achievements,94457,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94457,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94457,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94457,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94458,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94458,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94458,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94458,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94458,41341,First Aid Qualification,,02/06/2017,02/06/2017,02/06/2022,Heart Foundation,,,,,
Achievements,94458,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,29/05/2003,29/05/2003,,Rajabhat Mahasarakham University,,,,,
Achievements,94459,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94459,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94459,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94459,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94459,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/05/2005,15/05/2005,,Rahamangala University of Technology,,,,,
Achievements,94460,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94460,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94460,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94460,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94460,41341,First Aid Qualification,,29/05/2015,29/05/2015,29/05/2020,The HEart Foundation Under Royal Patronage,,,,,
Achievements,94460,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,12/04/2013,12/04/2013,,Suranaree University of Technology,,,,,
Achievements,94461,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94461,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94461,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94461,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94461,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,09/03/2003,09/03/2003,,Rajamangala University of Technology,,,,,
Achievements,94462,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94462,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94462,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94462,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94462,41341,First Aid Qualification,,29/05/2015,29/05/2015,29/05/2020,The Heart Foundation Under Royal Patronage,,,,,
Achievements,94462,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,03/03/2003,03/03/2003,,Chiang Mai University,,,,,
Achievements,94463,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94463,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94463,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94463,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98898,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,98898,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98898,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,98898,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94464,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94464,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94464,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94464,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94467,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94467,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94467,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94467,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94467,41341,First Aid Qualification,,02/06/2017,02/06/2017,02/06/2022,Heart Foundation Under Royal Patronage,,,,,
Achievements,94467,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,06/03/2005,06/03/2005,,Rajamangala University of Technology Tawan-ok,,,,,
